query_id,timestamp,session_id,visitor_id,channel,language,visitor_type,visitor_origin,query_type,site_referenced,region_referenced,sentiment,response_time_seconds,resolved,is_emergency
QRY-000976,2026-08-24 15:40,SESS-000385,VIS-00386,voice_note,French,foreign,China,pricing,Chefferie de Bandjoun,West,neutral,4.5,True,False
QRY-002567,2026-08-24 15:40,SESS-001025,VIS-01026,text,French,foreign,France,opening_hours,Grand Batanga & Luma Museum,South,positive,2.8,True,False
QRY-005068,2026-08-24 16:00,SESS-002006,VIS-02007,text,English,foreign,South Africa,cultural_info,Bimbia Slave Trade Port,South West,positive,3.5,True,False
QRY-003600,2026-08-24 16:15,SESS-001430,VIS-01431,voice_note,French,domestic,Littoral,cultural_info,Limbe Botanic Garden,South West,positive,1.4,True,False
QRY-002887,2026-08-24 16:27,SESS-001139,VIS-01140,voice_note,French,domestic,North,pricing,L'Ovalie & La Fourchette,Littoral,neutral,4.4,True,False
QRY-003401,2026-08-24 16:30,SESS-001360,VIS-01361,text,English,domestic,North West,opening_hours,Pullman Douala Rabingha,Littoral,neutral,5.3,True,False
QRY-000640,2026-08-24 16:39,SESS-000262,VIS-00263,text,English,domestic,South West,transport_fare,Bimbia Slave Trade Port,South West,positive,4.0,True,False
QRY-001055,2026-08-24 16:51,SESS-000414,VIS-00415,voice_note,French,domestic,South,pricing,Chez Wou & La Salsa,Centre,negative,2.0,True,False
QRY-006015,2026-08-24 16:52,SESS-002404,VIS-02405,text,French,foreign,Gabon,general_chat,,Centre,neutral,2.8,True,False
QRY-005081,2026-08-24 17:22,SESS-002009,VIS-02010,text,English,domestic,North West,cultural_info,Palais des Rois Bell (Pagode),Littoral,positive,2.1,True,False
QRY-005738,2026-08-24 17:35,SESS-002291,VIS-02292,voice_note,English,domestic,Littoral,pricing,Krystal Palace Douala,Littoral,negative,2.7,True,False
QRY-005090,2026-08-24 18:07,SESS-002012,VIS-02013,text,English,domestic,North,pricing,Limbe Botanic Garden,South West,positive,1.0,True,False
QRY-001566,2026-08-24 18:10,SESS-000622,VIS-00623,voice_note,French,domestic,Adamawa,pricing,Palais des Rois Bell (Pagode),Littoral,positive,4.6,True,False
QRY-004784,2026-08-24 18:34,SESS-001890,VIS-01891,text,English,domestic,South,directions,Krystal Palace Douala,Littoral,positive,4.2,True,False
QRY-004586,2026-08-24 18:44,SESS-001813,VIS-01814,voice_note,French,domestic,South,booking_interest,Palais Royal de Foumban & Museum,West,positive,1.6,True,False
QRY-002187,2026-08-24 18:45,SESS-000870,VIS-00871,text,English,domestic,North,opening_hours,Musee National de Yaounde,Centre,positive,2.1,True,False
QRY-005954,2026-08-24 18:56,SESS-002387,VIS-02388,text,French,foreign,Equatorial Guinea,pricing,Bimbia Slave Trade Port,South West,positive,3.5,True,False
QRY-003499,2026-08-24 19:12,SESS-001396,VIS-01397,text,French,foreign,UK,pricing,Pullman Douala Rabingha,Littoral,positive,2.6,True,False
QRY-004019,2026-08-24 19:13,SESS-001589,VIS-01590,text,French,domestic,Far North,cultural_info,Les Gites de Kribi,South,positive,2.8,True,False
QRY-002058,2026-08-24 20:10,SESS-000820,VIS-00821,text,English,domestic,Adamawa,general_chat,,Adamawa,positive,2.4,True,False
QRY-004826,2026-08-24 20:33,SESS-001906,VIS-01907,voice_note,French,foreign,France,directions,Chez Carimo / Lobe Shacks,South,neutral,2.3,True,False
QRY-005054,2026-08-24 20:51,SESS-001998,VIS-01999,text,English,domestic,Centre,directions,L'Ovalie & La Fourchette,Littoral,neutral,3.7,False,False
QRY-000920,2026-08-24 20:53,SESS-000364,VIS-00365,text,French,domestic,Adamawa,directions,FINI Hotel Bobende,South West,positive,3.4,True,False
QRY-002759,2026-08-24 21:01,SESS-001090,VIS-01091,text,French,foreign,UK,pricing,Mount Cameroon (Upper Farms),South West,negative,3.2,True,False
QRY-006104,2026-08-24 21:35,SESS-002435,VIS-02436,text,French,domestic,South,transport_fare,Marche Sandaga & Deido Soya,Littoral,positive,3.6,True,False
QRY-002134,2026-08-24 21:39,SESS-000847,VIS-00848,voice_note,English,foreign,Canada,cultural_info,Campo Ma'an National Park,South,neutral,3.7,True,False
QRY-002194,2026-08-24 21:44,SESS-000872,VIS-00873,text,English,domestic,West,directions,L'Ovalie & La Fourchette,Littoral,neutral,2.0,True,False
QRY-004844,2026-08-24 22:16,SESS-001912,VIS-01913,text,French,domestic,East,directions,Musee Maritime de Douala,Littoral,neutral,4.0,True,False
QRY-000656,2026-08-24 22:20,SESS-000269,VIS-00270,text,Pidgin,foreign,China,pricing,West Region Gastronomy Spots,West,negative,2.0,True,False
QRY-005721,2026-08-24 22:20,SESS-002281,VIS-02282,text,French,domestic,Littoral,transport_fare,Hotel Ilomba,South,neutral,4.4,True,False
QRY-004941,2026-08-24 22:53,SESS-001953,VIS-01954,text,French,domestic,North West,cultural_info,Chefferie de Bandjoun,West,positive,2.0,True,False
QRY-004239,2026-08-25 06:15,SESS-001677,VIS-01678,text,Pidgin,domestic,East,opening_hours,L'Ovalie & La Fourchette,Littoral,positive,2.4,True,False
QRY-001001,2026-08-25 06:40,SESS-000394,VIS-00395,text,English,foreign,Belgium,booking_interest,FINI Hotel Bobende,South West,positive,4.5,True,False
QRY-000497,2026-08-25 06:59,SESS-000210,VIS-00211,voice_note,French,domestic,North,cultural_info,Down Beach Roasted Fish Sheds,South West,neutral,2.1,False,False
QRY-002422,2026-08-25 07:13,SESS-000966,VIS-00967,voice_note,French,domestic,Littoral,pricing,Hilton Yaounde,Centre,positive,3.9,True,False
QRY-001101,2026-08-25 07:34,SESS-000431,VIS-00432,text,English,domestic,North,transport_fare,Les Gites de Kribi,South,positive,3.8,True,False
QRY-001127,2026-08-25 07:54,SESS-000444,VIS-00445,text,Pidgin,foreign,Chad,opening_hours,Hotel Ilomba,South,neutral,2.9,True,False
QRY-005589,2026-08-25 08:18,SESS-002228,VIS-02229,text,French,domestic,North,opening_hours,Mefou Primate Sanctuary,Centre,neutral,3.2,True,False
QRY-000006,2026-08-25 08:30,SESS-000004,VIS-00005,text,French,foreign,Equatorial Guinea,directions,Rue des Artisans,West,positive,2.4,True,False
QRY-005456,2026-08-25 08:50,SESS-002171,VIS-02172,text,French,domestic,East,directions,Chutes de la Lobe,South,positive,1.7,True,False
QRY-000073,2026-08-25 09:42,SESS-000031,VIS-00032,text,Pidgin,foreign,UK,transport_fare,Rue des Artisans,West,neutral,3.5,True,False
QRY-001876,2026-08-25 10:20,SESS-000746,VIS-00747,voice_note,English,foreign,Equatorial Guinea,general_chat,,West,neutral,2.1,True,False
QRY-005768,2026-08-25 10:53,SESS-002305,VIS-02306,text,French,foreign,South Africa,opening_hours,Limbe Botanic Garden,South West,positive,4.6,True,False
QRY-003813,2026-08-25 11:04,SESS-001521,VIS-01522,voice_note,Pidgin,domestic,South,directions,Chutes de la Lobe,South,positive,4.1,True,False
QRY-003923,2026-08-25 11:56,SESS-001558,VIS-01559,voice_note,English,foreign,Gabon,cultural_info,Krystal Palace Douala,Littoral,positive,3.6,True,False
QRY-005026,2026-08-25 12:35,SESS-001984,VIS-01985,text,French,foreign,Canada,transport_fare,Marche Sandaga & Deido Soya,Littoral,neutral,3.1,True,False
QRY-001959,2026-08-25 13:20,SESS-000783,VIS-00784,text,Pidgin,domestic,East,transport_fare,Star Land Hotel Bastos,Centre,positive,4.1,True,False
QRY-001600,2026-08-25 13:44,SESS-000635,VIS-00636,text,English,domestic,West,cultural_info,Rue des Artisans,West,neutral,3.0,True,False
QRY-001780,2026-08-25 13:52,SESS-000711,VIS-00712,text,English,domestic,West,pricing,Artisanal Village & Flower Market,Littoral,neutral,4.4,True,False
QRY-004591,2026-08-25 13:58,SESS-001813,VIS-01814,text,French,foreign,China,directions,Bimbia Slave Trade Port,South West,positive,1.2,True,False
QRY-005473,2026-08-25 14:15,SESS-002177,VIS-02178,text,French,foreign,Nigeria,pricing,Grand Batanga & Luma Museum,South,positive,5.1,True,False
QRY-002409,2026-08-25 14:31,SESS-000962,VIS-00963,voice_note,English,foreign,Chad,directions,Hilton Yaounde,Centre,positive,6.0,True,False
QRY-003938,2026-08-25 14:47,SESS-001562,VIS-01563,text,French,domestic,East,opening_hours,Krystal Palace Douala,Littoral,neutral,3.1,True,False
QRY-001123,2026-08-25 14:57,SESS-000442,VIS-00443,voice_note,French,foreign,France,opening_hours,Artisanal Village & Flower Market,Littoral,positive,2.9,True,False
QRY-004658,2026-08-25 15:25,SESS-001841,VIS-01842,voice_note,French,domestic,Adamawa,directions,Mont Febe & Golf Club,Centre,positive,2.8,True,False
QRY-003363,2026-08-25 16:41,SESS-001346,VIS-01347,text,French,domestic,North,general_chat,,South West,neutral,4.5,False,False
QRY-000680,2026-08-25 16:54,SESS-000276,VIS-00277,voice_note,English,foreign,Belgium,pricing,Hotel Ilomba,South,neutral,3.6,True,False
QRY-001378,2026-08-25 17:22,SESS-000547,VIS-00548,text,French,domestic,West,general_chat,,Centre,neutral,3.0,True,False
QRY-005314,2026-08-25 17:30,SESS-002111,VIS-02112,text,English,foreign,Gabon,directions,Musee Maritime de Douala,Littoral,neutral,1.1,True,False
QRY-002419,2026-08-25 17:44,SESS-000964,VIS-00965,text,English,foreign,France,cultural_info,Marche Sandaga & Deido Soya,Littoral,neutral,2.7,True,False
QRY-000369,2026-08-25 18:03,SESS-000162,VIS-00163,voice_note,French,domestic,South,pricing,Chez Wou & La Salsa,Centre,positive,3.0,True,False
QRY-001300,2026-08-25 18:20,SESS-000511,VIS-00512,text,English,domestic,South West,booking_interest,Down Beach & Batoke Beach,South West,neutral,1.1,True,False
QRY-002720,2026-08-25 18:31,SESS-001077,VIS-01078,text,French,foreign,USA,pricing,Musee Maritime de Douala,Littoral,neutral,3.9,True,False
QRY-000233,2026-08-25 18:31,SESS-000109,VIS-00110,voice_note,French,domestic,Centre,pricing,L'Ovalie & La Fourchette,Littoral,positive,2.9,True,False
QRY-002413,2026-08-25 18:34,SESS-000963,VIS-00964,voice_note,French,foreign,China,general_chat,,Far North,neutral,4.3,True,False
QRY-002358,2026-08-25 18:43,SESS-000942,VIS-00943,text,French,domestic,West,opening_hours,Mvog-Betsi Zoo & Botanical Garden,Centre,neutral,4.0,True,False
QRY-003244,2026-08-25 18:50,SESS-001299,VIS-01300,text,English,domestic,Adamawa,general_chat,,South West,neutral,1.8,True,False
QRY-005325,2026-08-25 18:52,SESS-002116,VIS-02117,text,English,domestic,East,cultural_info,Palais des Rois Bell (Pagode),Littoral,negative,1.6,True,False
QRY-001072,2026-08-25 18:57,SESS-000424,VIS-00425,text,English,domestic,East,pricing,Rue des Artisans,West,neutral,4.2,True,False
QRY-005072,2026-08-25 19:07,SESS-002007,VIS-02008,voice_note,French,domestic,Centre,cultural_info,Chez Wou & La Salsa,Centre,neutral,3.4,True,False
QRY-004343,2026-08-25 19:25,SESS-001710,VIS-01711,voice_note,French,domestic,Littoral,transport_fare,Limbe Botanic Garden,South West,positive,3.4,True,False
QRY-004100,2026-08-25 20:00,SESS-001622,VIS-01623,voice_note,French,domestic,North West,opening_hours,Mvog-Betsi Zoo & Botanical Garden,Centre,positive,3.5,True,False
QRY-003155,2026-08-25 20:03,SESS-001259,VIS-01260,voice_note,French,domestic,South,booking_interest,Rue des Artisans,West,neutral,2.8,False,False
QRY-004191,2026-08-25 20:10,SESS-001657,VIS-01658,text,French,domestic,South West,general_chat,,South,neutral,3.0,True,False
QRY-004341,2026-08-25 20:23,SESS-001709,VIS-01710,text,French,foreign,Nigeria,cultural_info,Artisanal Village & Flower Market,Littoral,neutral,3.2,True,False
QRY-000749,2026-08-25 20:51,SESS-000296,VIS-00297,text,English,domestic,Adamawa,general_chat,,North,positive,1.7,True,False
QRY-002779,2026-08-25 20:54,SESS-001097,VIS-01098,text,French,foreign,Belgium,transport_fare,Bimbia Slave Trade Port,South West,neutral,3.7,True,False
QRY-000050,2026-08-25 20:55,SESS-000020,VIS-00021,text,English,domestic,Centre,cultural_info,Limbe Wildlife Centre,South West,positive,3.8,True,False
QRY-004316,2026-08-25 21:05,SESS-001699,VIS-01700,text,French,domestic,North West,pricing,West Region Gastronomy Spots,West,positive,3.1,True,False
QRY-006057,2026-08-25 22:09,SESS-002415,VIS-02416,text,English,domestic,Far North,booking_interest,Limbe Botanic Garden,South West,positive,3.9,True,False
QRY-000929,2026-08-25 22:43,SESS-000369,VIS-00370,text,English,domestic,South,opening_hours,Les Gites de Kribi,South,positive,3.2,True,False
QRY-000105,2026-08-25 22:52,SESS-000049,VIS-00050,text,English,foreign,Germany,general_chat,,North,positive,4.3,True,False
QRY-000144,2026-08-26 06:06,SESS-000065,VIS-00066,text,French,domestic,North West,pricing,Mont Febe & Golf Club,Centre,neutral,2.3,True,False
QRY-002664,2026-08-26 06:29,SESS-001053,VIS-01054,text,French,foreign,South Africa,pricing,Mount Cameroon (Upper Farms),South West,neutral,2.2,True,False
QRY-003315,2026-08-26 06:40,SESS-001327,VIS-01328,voice_note,French,domestic,South West,directions,Pullman Douala Rabingha,Littoral,positive,3.8,True,False
QRY-000183,2026-08-26 07:04,SESS-000083,VIS-00084,voice_note,French,domestic,Far North,general_chat,,North West,neutral,4.0,True,False
QRY-001704,2026-08-26 07:59,SESS-000680,VIS-00681,text,English,foreign,China,transport_fare,Palais des Rois Bell (Pagode),Littoral,neutral,2.8,True,False
QRY-004634,2026-08-26 08:04,SESS-001831,VIS-01832,text,English,domestic,South,opening_hours,Grand Batanga & Luma Museum,South,positive,3.5,True,False
QRY-002458,2026-08-26 08:21,SESS-000983,VIS-00984,text,French,domestic,Far North,general_chat,,North,negative,2.9,True,False
QRY-004894,2026-08-26 09:16,SESS-001936,VIS-01937,text,French,foreign,Nigeria,general_chat,,Centre,positive,3.1,True,False
QRY-002880,2026-08-26 09:16,SESS-001137,VIS-01138,text,French,domestic,East,pricing,Musee Maritime de Douala,Littoral,neutral,4.8,True,False
QRY-002553,2026-08-26 09:18,SESS-001020,VIS-01021,text,French,domestic,South West,booking_interest,FINI Hotel Bobende,South West,neutral,2.3,True,False
QRY-000221,2026-08-26 09:32,SESS-000103,VIS-00104,text,French,foreign,Germany,directions,Campo Ma'an National Park,South,neutral,3.3,True,False
QRY-000092,2026-08-26 09:39,SESS-000040,VIS-00041,text,French,domestic,Adamawa,pricing,Palais des Rois Bell (Pagode),Littoral,positive,2.1,True,False
QRY-004040,2026-08-26 09:54,SESS-001598,VIS-01599,voice_note,Pidgin,domestic,South West,pricing,Chutes de la Lobe,South,positive,1.2,True,False
QRY-003942,2026-08-26 10:00,SESS-001564,VIS-01565,voice_note,English,domestic,Centre,general_chat,,Adamawa,positive,4.4,True,False
QRY-006062,2026-08-26 10:02,SESS-002418,VIS-02419,text,English,domestic,East,opening_hours,Bimbia Slave Trade Port,South West,positive,2.8,True,False
QRY-002822,2026-08-26 10:19,SESS-001111,VIS-01112,text,French,domestic,North West,general_chat,,Adamawa,neutral,4.2,True,False
QRY-003218,2026-08-26 10:30,SESS-001288,VIS-01289,text,English,domestic,North,opening_hours,L'Ovalie & La Fourchette,Littoral,negative,2.2,False,False
QRY-004319,2026-08-26 10:41,SESS-001700,VIS-01701,text,English,domestic,East,transport_fare,Plage de Kribi (Tara Plage),South,neutral,2.4,True,False
QRY-003117,2026-08-26 10:43,SESS-001244,VIS-01245,text,Pidgin,domestic,West,opening_hours,Bimbia Slave Trade Port,South West,neutral,3.2,True,False
QRY-001936,2026-08-26 10:46,SESS-000773,VIS-00774,text,English,domestic,Far North,cultural_info,Chez Wou & La Salsa,Centre,negative,3.9,True,False
QRY-005698,2026-08-26 11:01,SESS-002272,VIS-02273,text,Pidgin,domestic,Adamawa,cultural_info,Hotel Zingana,West,positive,3.2,True,False
QRY-002684,2026-08-26 11:15,SESS-001058,VIS-01059,voice_note,English,foreign,France,opening_hours,Hotel Zingana,West,positive,1.7,True,False
QRY-001175,2026-08-26 11:23,SESS-000462,VIS-00463,text,Pidgin,foreign,USA,booking_interest,Hilton Yaounde,Centre,positive,2.5,True,False
QRY-005267,2026-08-26 11:43,SESS-002091,VIS-02092,text,French,domestic,South West,pricing,Les Gites de Kribi,South,neutral,4.1,False,False
QRY-003605,2026-08-26 11:59,SESS-001434,VIS-01435,voice_note,English,domestic,North,pricing,Star Land Hotel Bastos,Centre,neutral,3.5,True,False
QRY-004690,2026-08-26 12:06,SESS-001854,VIS-01855,text,French,foreign,Belgium,transport_fare,Mvog-Betsi Zoo & Botanical Garden,Centre,positive,4.6,True,False
QRY-004604,2026-08-26 12:26,SESS-001820,VIS-01821,text,French,foreign,China,cultural_info,Hilton Yaounde,Centre,neutral,5.3,True,False
QRY-002556,2026-08-26 12:31,SESS-001021,VIS-01022,text,Pidgin,foreign,Chad,opening_hours,Marche Sandaga & Deido Soya,Littoral,neutral,4.5,True,False
QRY-005025,2026-08-26 12:46,SESS-001984,VIS-01985,text,French,foreign,France,general_chat,,Littoral,positive,2.0,True,False
QRY-003167,2026-08-26 13:42,SESS-001265,VIS-01266,text,English,domestic,East,transport_fare,Mvog-Betsi Zoo & Botanical Garden,Centre,neutral,3.9,True,False
QRY-005137,2026-08-26 13:52,SESS-002030,VIS-02031,voice_note,French,foreign,Gabon,opening_hours,Les Gites de Kribi,South,neutral,5.2,True,False
QRY-004258,2026-08-26 14:14,SESS-001679,VIS-01680,text,English,domestic,West,pricing,Hilton Yaounde,Centre,positive,4.1,True,False
QRY-005121,2026-08-26 14:17,SESS-002024,VIS-02025,text,English,domestic,West,transport_fare,Palais des Rois Bell (Pagode),Littoral,negative,4.6,True,False
QRY-003571,2026-08-26 14:33,SESS-001420,VIS-01421,text,French,foreign,China,directions,Hotel Zingana,West,neutral,2.5,True,False
QRY-005200,2026-08-26 14:38,SESS-002061,VIS-02062,text,English,foreign,China,booking_interest,Chez Carimo / Lobe Shacks,South,neutral,2.2,True,False
QRY-003023,2026-08-26 15:19,SESS-001192,VIS-01193,voice_note,French,domestic,West,booking_interest,Palais Royal de Foumban & Museum,West,positive,3.7,True,False
QRY-004084,2026-08-26 15:25,SESS-001616,VIS-01617,text,French,foreign,Belgium,booking_interest,Douala-Edea Wildlife Reserve,Littoral,neutral,4.1,True,False
QRY-002484,2026-08-26 15:54,SESS-000993,VIS-00994,text,French,foreign,Equatorial Guinea,emergency_sos,Artisanal Village & Flower Market,Littoral,neutral,2.7,True,True
QRY-003691,2026-08-26 16:05,SESS-001465,VIS-01466,text,French,domestic,North,transport_fare,Palais Royal de Foumban & Museum,West,positive,3.8,True,False
QRY-000274,2026-08-26 16:08,SESS-000125,VIS-00126,voice_note,English,domestic,North,general_chat,,East,positive,3.0,True,False
QRY-003781,2026-08-26 16:37,SESS-001508,VIS-01509,voice_note,French,domestic,North West,transport_fare,FINI Hotel Bobende,South West,positive,1.8,True,False
QRY-003146,2026-08-26 16:39,SESS-001256,VIS-01257,text,English,domestic,North,opening_hours,Rue des Artisans,West,neutral,3.2,True,False
QRY-003414,2026-08-26 16:52,SESS-001363,VIS-01364,text,French,foreign,USA,opening_hours,Palais Royal de Foumban & Museum,West,positive,3.4,True,False
QRY-002536,2026-08-26 16:53,SESS-001010,VIS-01011,voice_note,French,foreign,South Africa,booking_interest,Musee National de Yaounde,Centre,negative,2.3,True,False
QRY-005760,2026-08-26 17:00,SESS-002303,VIS-02304,voice_note,English,domestic,Littoral,pricing,Down Beach & Batoke Beach,South West,positive,4.9,True,False
QRY-004525,2026-08-26 17:01,SESS-001785,VIS-01786,text,French,foreign,Canada,pricing,Chez Wou & La Salsa,Centre,neutral,3.6,True,False
QRY-000493,2026-08-26 17:06,SESS-000208,VIS-00209,text,French,domestic,East,cultural_info,Musee National de Yaounde,Centre,neutral,3.5,True,False
QRY-004530,2026-08-26 17:08,SESS-001788,VIS-01789,text,English,domestic,West,transport_fare,Down Beach Roasted Fish Sheds,South West,positive,2.4,True,False
QRY-002094,2026-08-26 17:57,SESS-000833,VIS-00834,text,French,domestic,East,directions,Rue des Artisans,West,neutral,4.7,True,False
QRY-003802,2026-08-26 19:01,SESS-001518,VIS-01519,text,French,foreign,Belgium,pricing,Chez Carimo / Lobe Shacks,South,positive,1.6,True,False
QRY-000042,2026-08-26 19:11,SESS-000017,VIS-00018,text,French,domestic,Adamawa,general_chat,,Littoral,positive,3.4,True,False
QRY-004457,2026-08-26 19:11,SESS-001753,VIS-01754,text,French,domestic,Far North,booking_interest,Palais Royal de Foumban & Museum,West,positive,4.5,True,False
QRY-004031,2026-08-26 19:16,SESS-001594,VIS-01595,text,English,domestic,South West,opening_hours,FINI Hotel Bobende,South West,neutral,1.0,True,False
QRY-000674,2026-08-26 19:17,SESS-000273,VIS-00274,voice_note,English,domestic,North,opening_hours,Seme Beach Hotel,South West,positive,3.2,True,False
QRY-004572,2026-08-26 19:25,SESS-001805,VIS-01806,voice_note,English,domestic,Littoral,pricing,Limbe Wildlife Centre,South West,neutral,2.3,False,False
QRY-001937,2026-08-26 19:25,SESS-000774,VIS-00775,text,English,domestic,South West,transport_fare,Limbe Wildlife Centre,South West,neutral,1.5,True,False
QRY-000387,2026-08-26 20:05,SESS-000170,VIS-00171,text,French,foreign,Canada,directions,L'Ovalie & La Fourchette,Littoral,negative,4.1,True,False
QRY-006172,2026-08-26 20:05,SESS-002463,VIS-02464,text,French,foreign,Equatorial Guinea,general_chat,,Centre,neutral,1.5,True,False
QRY-001147,2026-08-26 20:07,SESS-000455,VIS-00456,text,English,domestic,Littoral,cultural_info,Pullman Douala Rabingha,Littoral,positive,4.1,True,False
QRY-003148,2026-08-26 20:35,SESS-001257,VIS-01258,text,English,foreign,Gabon,transport_fare,Artisanal Village & Flower Market,Littoral,neutral,6.7,True,False
QRY-001032,2026-08-26 20:52,SESS-000408,VIS-00409,text,French,domestic,South,booking_interest,Star Land Hotel Bastos,Centre,neutral,3.1,True,False
QRY-005502,2026-08-26 20:54,SESS-002188,VIS-02189,text,French,foreign,Gabon,pricing,Plage de Kribi (Tara Plage),South,positive,2.4,True,False
QRY-005036,2026-08-26 21:19,SESS-001989,VIS-01990,text,French,domestic,East,directions,Chez Carimo / Lobe Shacks,South,neutral,4.8,True,False
QRY-003427,2026-08-26 21:33,SESS-001367,VIS-01368,text,French,foreign,China,booking_interest,Chez Wou & La Salsa,Centre,positive,2.8,True,False
QRY-001002,2026-08-26 21:48,SESS-000394,VIS-00395,voice_note,French,domestic,Centre,booking_interest,Hilton Yaounde,Centre,neutral,2.4,True,False
QRY-000444,2026-08-26 21:49,SESS-000191,VIS-00192,text,English,foreign,China,cultural_info,Musee Maritime de Douala,Littoral,positive,4.8,True,False
QRY-002221,2026-08-26 21:50,SESS-000884,VIS-00885,voice_note,Pidgin,domestic,North West,opening_hours,Chutes de la Lobe,South,positive,3.7,True,False
QRY-002677,2026-08-26 21:52,SESS-001055,VIS-01056,voice_note,French,domestic,West,booking_interest,Rue des Artisans,West,neutral,4.9,True,False
QRY-005412,2026-08-26 21:59,SESS-002150,VIS-02151,text,French,foreign,Germany,transport_fare,Mont Febe & Golf Club,Centre,positive,2.8,True,False
QRY-000085,2026-08-26 22:17,SESS-000036,VIS-00037,text,French,domestic,East,general_chat,,Far North,neutral,4.4,True,False
QRY-003633,2026-08-26 22:55,SESS-001440,VIS-01441,text,English,domestic,North,cultural_info,Mont Febe & Golf Club,Centre,positive,3.1,True,False
QRY-002978,2026-08-27 06:02,SESS-001172,VIS-01173,voice_note,French,domestic,Far North,booking_interest,Down Beach Roasted Fish Sheds,South West,positive,3.0,True,False
QRY-002380,2026-08-27 06:13,SESS-000952,VIS-00953,text,English,domestic,South,pricing,Star Land Hotel Bastos,Centre,neutral,3.2,True,False
QRY-003991,2026-08-27 06:23,SESS-001581,VIS-01582,text,Pidgin,domestic,South West,general_chat,,North West,neutral,2.8,True,False
QRY-002535,2026-08-27 06:42,SESS-001010,VIS-01011,voice_note,French,domestic,South West,directions,Chutes de la Lobe,South,positive,2.1,True,False
QRY-001029,2026-08-27 06:57,SESS-000407,VIS-00408,text,French,foreign,Nigeria,cultural_info,Down Beach Roasted Fish Sheds,South West,neutral,3.5,True,False
QRY-001751,2026-08-27 07:03,SESS-000699,VIS-00700,text,English,foreign,UK,pricing,Down Beach & Batoke Beach,South West,neutral,3.4,True,False
QRY-002627,2026-08-27 07:06,SESS-001039,VIS-01040,text,French,domestic,South,booking_interest,L'Ovalie & La Fourchette,Littoral,negative,4.6,True,False
QRY-001810,2026-08-27 07:31,SESS-000720,VIS-00721,text,English,domestic,West,booking_interest,Musee National de Yaounde,Centre,neutral,1.9,True,False
QRY-004782,2026-08-27 07:36,SESS-001889,VIS-01890,text,French,foreign,Canada,transport_fare,FINI Hotel Bobende,South West,positive,3.3,True,False
QRY-002464,2026-08-27 07:48,SESS-000987,VIS-00988,text,French,domestic,Littoral,booking_interest,FINI Hotel Bobende,South West,positive,3.3,True,False
QRY-001973,2026-08-27 07:50,SESS-000785,VIS-00786,voice_note,Pidgin,domestic,Far North,directions,Chutes de la Lobe,South,neutral,3.5,True,False
QRY-004171,2026-08-27 07:52,SESS-001648,VIS-01649,text,English,domestic,Adamawa,opening_hours,Palais Royal de Foumban & Museum,West,neutral,4.3,True,False
QRY-004912,2026-08-27 07:53,SESS-001944,VIS-01945,text,English,foreign,France,pricing,Artisanal Village & Flower Market,Littoral,neutral,2.4,True,False
QRY-001561,2026-08-27 07:54,SESS-000621,VIS-00622,text,English,domestic,South,transport_fare,Mont Febe & Golf Club,Centre,positive,2.9,True,False
QRY-005040,2026-08-27 08:06,SESS-001991,VIS-01992,text,French,domestic,North West,opening_hours,Bimbia Slave Trade Port,South West,negative,1.9,True,False
QRY-001748,2026-08-27 08:17,SESS-000698,VIS-00699,voice_note,French,domestic,Littoral,pricing,L'Ovalie & La Fourchette,Littoral,neutral,3.9,True,False
QRY-000771,2026-08-27 08:37,SESS-000307,VIS-00308,voice_note,French,domestic,Far North,cultural_info,Grand Batanga & Luma Museum,South,positive,3.3,True,False
QRY-001158,2026-08-27 09:32,SESS-000458,VIS-00459,text,French,domestic,Adamawa,booking_interest,Palais des Rois Bell (Pagode),Littoral,neutral,4.1,True,False
QRY-005340,2026-08-27 09:36,SESS-002123,VIS-02124,voice_note,French,domestic,North,cultural_info,Chutes de la Lobe,South,positive,2.2,True,False
QRY-003164,2026-08-27 09:40,SESS-001265,VIS-01266,text,French,domestic,North West,opening_hours,Monument de la Reunification,Centre,negative,3.0,True,False
QRY-004289,2026-08-27 10:07,SESS-001686,VIS-01687,text,French,domestic,South,pricing,Limbe Botanic Garden,South West,positive,4.3,True,False
QRY-001125,2026-08-27 10:39,SESS-000443,VIS-00444,voice_note,French,domestic,West,opening_hours,Mont Febe & Golf Club,Centre,positive,3.0,True,False
QRY-004249,2026-08-27 10:43,SESS-001677,VIS-01678,text,French,domestic,North West,opening_hours,Chez Carimo / Lobe Shacks,South,neutral,2.8,True,False
QRY-001351,2026-08-27 11:33,SESS-000534,VIS-00535,voice_note,English,domestic,West,transport_fare,Musee National de Yaounde,Centre,neutral,3.8,True,False
QRY-005934,2026-08-27 11:49,SESS-002380,VIS-02381,text,Pidgin,domestic,East,directions,Palais des Rois Bell (Pagode),Littoral,positive,2.7,True,False
QRY-003393,2026-08-27 12:07,SESS-001356,VIS-01357,text,English,domestic,Littoral,general_chat,,Centre,positive,4.3,True,False
QRY-002972,2026-08-27 12:45,SESS-001170,VIS-01171,voice_note,English,foreign,Nigeria,general_chat,,West,neutral,3.6,True,False
QRY-000582,2026-08-27 12:52,SESS-000245,VIS-00246,text,French,domestic,North West,pricing,FINI Hotel Bobende,South West,negative,3.2,True,False
QRY-000996,2026-08-27 13:20,SESS-000393,VIS-00394,voice_note,French,foreign,Nigeria,cultural_info,Mvog-Betsi Zoo & Botanical Garden,Centre,neutral,3.1,True,False
